pre_gaze_horizontal,pre_gaze_vertical,measured_head_horizontal,measured_head_vertical
-5.446415664873649476e+00,-3.753230563012041898e+01,9.332682503185129042e-01,-1.608412270758423190e+01
-6.204235453370298359e+00,-3.590305691706808489e+01,-1.370812410134955583e-01,-1.662620232380636054e+01
-1.187964445789633849e+01,-3.088959058257871959e+01,-1.485089660113059207e+00,-1.710667670622431302e+01
-1.847369321627748917e+01,-2.993600471651799921e+01,-4.762018329375840686e+00,-1.726609954669898528e+01
-2.314930194137900799e+01,-2.780201244131420779e+01,-7.732199490618025806e+00,-1.721438123762012395e+01
-2.757256251468882624e+01,-2.752670528015476492e+01,-1.232476501649069078e+01,-1.725947972077370807e+01
-2.706838644695145035e+01,-2.728092551513460862e+01,-1.473906656712016527e+01,-1.741637480602494747e+01
-2.886233331317588124e+01,-2.575719981968210703e+01,-1.673935954394141845e+01,-1.741650030459321741e+01
-2.852493252296676474e+01,-2.649532488322875778e+01,-1.873467660445072269e+01,-1.739381571838249840e+01
-2.868807982643195231e+01,-2.818179232415838342e+01,-1.954970486092480186e+01,-1.745840282410295785e+01
-2.618050644786229242e+01,-2.933398153181737911e+01,-2.022255808781313391e+01,-1.763024309159921543e+01
-2.251877330169005731e+01,-3.096619575889535625e+01,-2.042966895019696949e+01,-1.783082489526540826e+01
-2.456352803114355865e+01,-3.032588314546873676e+01,-2.054672362550903131e+01,-1.808141013429029798e+01
-2.271014866934588738e+01,-3.141374487135367133e+01,-2.060140153207236935e+01,-1.850962784139055728e+01
-2.349061664392427318e+01,-3.184066549524104772e+01,-2.053058371059035636e+01,-1.885989377408106904e+01
-2.066031793797056082e+01,-3.273735459114764978e+01,-2.031480498730477535e+01,-1.931772226411538540e+01
-1.820973314577656055e+01,-3.245535237766942771e+01,-2.014364091241216670e+01,-1.953792795605012600e+01
-1.607044681963111543e+01,-3.277493579124417522e+01,-1.987703385672884338e+01,-1.979017489069012115e+01
-1.459033501578533176e+01,-3.372098432119262412e+01,-1.939344471101441059e+01,-2.006414836112713118e+01
-1.419138689701140521e+01,-3.497150742225123565e+01,-1.902896987516053784e+01,-2.011697407002547067e+01
-1.440892289838683382e+01,-3.398644761249180846e+01,-1.836917841218668812e+01,-2.026568556906689267e+01
-1.461123368650480359e+01,-3.342914382155933595e+01,-1.800515325031087599e+01,-2.035199939268153813e+01
-1.426615025758018973e+01,-3.299003979443639878e+01,-1.766006982138626213e+01,-2.043051604496725560e+01
-1.398501120766220751e+01,-3.283887452691838860e+01,-1.725859094128538729e+01,-2.049408572860230038e+01
-1.160011209131939225e+01,-3.201555777249205903e+01,-1.701277382507961633e+01,-2.051952243035920276e+01
-1.084497788227193915e+01,-3.179695276419228378e+01,-1.662106874755707153e+01,-2.052126584739556137e+01
-1.023569423326762262e+01,-3.187938550163577389e+01,-1.632200784090281687e+01,-2.042559381165202481e+01
-1.169131377200401545e+01,-3.044748036889173903e+01,-1.601078541869930660e+01,-2.032508362897062781e+01
-1.085800167388885740e+01,-3.044030573872186451e+01,-1.557248325838244263e+01,-2.016419826268025162e+01
-1.100515368504491320e+01,-3.040231421920945110e+01,-1.529663027203904768e+01,-2.012620674316783820e+01
-1.089700826075370443e+01,-3.037134518315330212e+01,-1.492616404020264476e+01,-2.009275883632813731e+01
-1.062385569669169527e+01,-2.963307690875539890e+01,-1.465301147614063737e+01,-2.002771141549665757e+01
-8.369727911119438701e+00,-2.833655553304969388e+01,-1.435423966042634802e+01,-1.992747434975789034e+01
-7.905360331809825780e+00,-2.834168386886008051e+01,-1.372751753041211487e+01,-1.972864386212198440e+01
-4.537320397598683996e+00,-2.385174530260693615e+01,-1.315677818089334572e+01,-1.943000811036093367e+01
-5.122933100180156352e+00,-2.036200403030155215e+01,-1.199774639774241436e+01,-1.863165632125243576e+01
-3.243393524975844322e+00,-1.613415190209790850e+01,-1.106818112894908879e+01,-1.787134775844273094e+01
2.182077840170771665e+00,-9.464932045132840699e+00,-9.506878174026446970e+00,-1.642547779153345644e+01
3.152313983404279263e+00,-7.645343751404563015e+00,-7.960588765235104169e+00,-1.490106782841574251e+01
-3.090599828073825606e-01,-1.002554706297026854e+01,-6.901220670113324296e+00,-1.389094911866596860e+01
4.456563986616711048e+00,-7.954703189049080692e+00,-5.833704160621159929e+00,-1.293760892351624037e+01
7.208024267108259941e+00,-4.639700343050131792e+00,-4.724699014317041978e+00,-1.188622303985927076e+01
9.056118779406427066e+00,-2.804772617986579064e+00,-3.459354284283357117e+00,-1.075216161773768242e+01
1.248685626384616043e+01,3.835646449523901325e+00,-4.690017031650253743e-01,-8.119073033318134236e+00
1.346351466256115259e+01,2.729806023169018658e+00,2.378001498345628573e+00,-6.268186761023294196e+00
1.621418956023480717e+01,1.274413535110645590e+00,5.194820213945637200e+00,-5.155686530999181727e+00
2.282624659858740301e+01,2.248993180155586025e+00,9.200774323535483745e+00,-3.855264704980607249e+00
2.367680609080140641e+01,5.002096731744892999e+00,1.152429391694703043e+01,-3.087013273885133025e+00
2.631577485411719408e+01,3.619047438671030736e+00,1.457192814995059926e+01,-2.314847409624966712e+00
2.366560650237881802e+01,2.969295930109015380e+00,1.639849611478716085e+01,-1.997043113392217739e+00
2.605160168047412839e+01,-2.112297323010461803e+00,1.841823270361207676e+01,-1.883892347144859647e+00
3.243602036406661426e+01,-3.598318758975021847e+00,1.945691227221735886e+01,-2.074778969387891969e+00
3.518049431850754871e+01,-4.852219286616216820e+00,2.033371113939972119e+01,-2.143403292612068967e+00
3.542229065600403715e+01,-3.525328936504486421e+00,2.133994398435255491e+01,-2.263779517316404366e+00
3.029075526513056360e+01,-4.169980214514477090e-01,2.191178626865420043e+01,-2.025421932133798286e+00
3.004882713013514817e+01,1.065300328197508417e+00,2.239361713555113553e+01,-1.769075111152026203e+00
