time,frame,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z
527.4189,154,0.1203816,0.07579457,-0.009218416,0.9897871,0.1478215,-0.2397017,0.9595269
527.4469,155,0.1202475,0.07596498,-0.009228825,0.9897903,0.1481593,-0.2394418,0.9595397
527.4884,156,0.1125339,0.03824783,-0.004334948,0.992902,0.07497704,-0.2238019,0.9717464
527.5198,157,0.1111275,0.03313523,-0.00370727,0.9932467,0.06499895,-0.2209997,0.9731055
527.5565,158,0.1001245,0.03246598,-0.003268814,0.9944397,0.06391634,-0.1993477,0.9778421
527.5848,159,0.09907408,0.02942426,-0.002930889,0.9946406,0.05795238,-0.1972587,0.9786371
527.6132,160,0.0907336,0.02596976,-0.0023669,0.9955338,0.05127802,-0.1807797,0.982186
527.6545,161,0.08125269,0.02786446,-0.002272468,0.9963014,0.05515352,-0.162031,0.9852431
527.6832,162,0.08066707,0.02478558,-0.002006542,0.9964309,0.04907051,-0.1608578,0.985757
527.7111,163,0.0776916,0.01388532,-0.001082149,0.9968802,0.02751586,-0.1549285,0.9875425
527.7527,164,0.0866804,0.0216001,-0.001879824,0.9960002,0.04270151,-0.1727486,0.9840399
527.7811,165,0.08659716,0.02122313,-0.001845214,0.9960157,0.04195755,-0.1725826,0.984101
527.8221,166,0.09207794,0.02901896,-0.002684556,0.9953253,0.05727223,-0.1834508,0.9813591
527.8502,167,0.096388,0.03358745,-0.003254443,0.9947717,0.06619631,-0.1919867,0.9791625
527.8779,168,0.1028231,0.03198232,-0.003307773,0.9941799,0.06291213,-0.204661,0.9768091
527.9205,169,0.1053124,0.04298255,-0.004556215,0.9934994,0.08444662,-0.2096474,0.9741236
527.9481,170,0.01895171,0.08437464,-0.001605058,0.9962526,0.1680561,-0.03803223,0.9850435
527.9889,171,0.007933821,0.1072168,-0.0008555985,0.9942036,0.2131772,-0.01595913,0.9768832
528.0172,172,0.0146212,0.1034452,-0.001520817,0.9945266,0.2057135,-0.02939699,0.9781706
528.0449,173,0.04131283,0.07848869,-0.003255438,0.9960533,0.1560889,-0.08281059,0.9842656
528.0872,174,0.07724902,0.03033191,-0.002351228,0.9965476,0.06009112,-0.1541073,0.9862251
528.1151,175,0.1300126,0.01681026,-0.002204577,0.9913674,0.03275703,-0.2578547,0.9656283
528.1425,176,0.1475455,0.0218807,-0.00326494,0.9888079,0.04230817,-0.2919311,0.9555031
528.1851,177,0.1071642,0.03090343,-0.003332551,0.9937554,0.06070663,-0.213196,0.9751216
528.2121,178,0.1151232,0.04809603,-0.005580663,0.9921705,0.09415401,-0.2289805,0.9688668
528.2542,179,0.1295804,0.04502117,-0.005889641,0.9905288,0.08766317,-0.2572365,0.962364
528.2834,180,0.1527718,0.009144795,-0.001413723,0.9882182,0.01764215,-0.3019697,0.9531543
528.3224,181,0.1695424,-0.01655593,0.00284858,0.9853797,-0.03166185,-0.3342217,0.9419625
528.3507,182,0.1867951,-0.02229623,0.004240578,0.9821367,-0.04221166,-0.3671058,0.9292209
528.379,183,0.2174832,-0.0318478,0.007100185,0.9755185,-0.0590479,-0.4247701,0.9033735
528.4214,184,0.2194257,-0.04371821,0.009842914,0.9745995,-0.08089591,-0.4285651,0.8998821
528.449,185,0.2219892,-0.04460623,0.01016669,0.9739752,-0.08237693,-0.4333311,0.8974621
528.4762,186,0.2355327,-0.04816616,0.01168832,0.9706017,-0.08799435,-0.4583429,0.8844087
528.519,187,0.2440681,-0.04667179,0.01176082,0.968563,-0.08466826,-0.4738885,0.876505
528.5469,188,0.2474792,-0.04781723,0.01222958,0.9676353,-0.08648615,-0.4801088,0.8729351
528.5885,189,0.2509839,-0.04648663,0.01206807,0.9667991,-0.08382869,-0.4864241,0.8696921
528.6161,190,0.2568676,-0.02951274,0.007847982,0.965964,-0.05298471,-0.496713,0.8662961
528.6436,191,0.2627105,-0.02196997,0.005983522,0.964606,-0.03924087,-0.5070872,0.861001
528.6854,192,0.2728938,-0.01065069,0.003021378,0.9619805,-0.01884247,-0.5251014,0.850831
528.7143,193,0.2828461,-0.008811486,0.002598519,0.9591213,-0.01543261,-0.5426132,0.8398409
528.7554,194,0.291566,-0.01275308,0.00388764,0.9564579,-0.02212856,-0.5578403,0.8296533
528.7841,195,0.3006998,-0.02010351,0.006340019,0.9534859,-0.03452394,-0.5736809,0.818351
528.8235,196,0.2788696,-0.07609423,0.02217262,0.9570527,-0.1332858,-0.5371603,0.8328828
528.8529,197,0.2851823,-0.08398354,0.02509345,0.954457,-0.1460049,-0.5486034,0.8232356
528.8817,198,0.2941677,-0.09086172,0.02810548,0.9510098,-0.1562853,-0.5646201,0.8104191
528.9224,199,0.3024047,-0.09861038,0.03147114,0.9475426,-0.167841,-0.5792894,0.7976547
528.9495,200,0.3152791,-0.08576546,0.02862344,0.944682,-0.1439934,-0.6005867,0.7864868
528.9792,201,0.321587,-0.0907578,0.03098321,0.9420111,-0.1510621,-0.6115009,0.7766896
529.0218,202,0.3274944,-0.0998325,0.03482153,0.9389187,-0.1646615,-0.6219339,0.7655618
529.0601,203,0.3253424,-0.1235014,0.04290402,0.9365143,-0.2034046,-0.619973,0.7577994
529.0893,204,0.2836304,-0.2083383,0.06327432,0.9338872,-0.353236,-0.5561225,0.7522979
529.1171,205,0.2688805,-0.2418973,0.06996156,0.9296743,-0.4121487,-0.5337897,0.7383779
529.1458,206,0.2726192,-0.2761333,0.08200447,0.9179894,-0.4622628,-0.5458114,0.6988584
529.1861,207,0.2719222,-0.2977785,0.08890671,0.910759,-0.4940575,-0.5482602,0.6747726
529.2158,208,0.2894993,-0.2843037,0.09049656,0.90949,-0.4647454,-0.5780504,0.6707231
529.2559,209,0.2963554,-0.29546,0.09696305,0.9030365,-0.4761514,-0.5925369,0.6497537
529.2844,210,0.3001288,-0.2920203,0.09706934,0.9028978,-0.4690624,-0.5986636,0.6492937
529.3113,211,0.3037682,-0.2902457,0.0977269,0.9021817,-0.4643361,-0.6048378,0.6469646
529.3536,212,0.3040279,-0.2906345,0.09796741,0.9019429,-0.4647019,-0.6053771,0.6461972
529.3825,213,0.2956322,-0.2934697,0.09596944,0.9040282,-0.4738666,-0.5908478,0.6529543
529.4229,214,0.2964853,-0.2916104,0.09559838,0.9043897,-0.470772,-0.5920314,0.6541196
529.4515,215,0.2969826,-0.2913679,0.09568912,0.9042951,-0.4701292,-0.5928813,0.6538121
529.4803,216,0.3005596,-0.2876308,0.09559696,0.9043195,-0.4627551,-0.5985971,0.6538649
529.5209,217,0.3000691,-0.2858318,0.09475794,0.9051407,-0.4605681,-0.5973791,0.6565175
529.5489,218,0.3033862,-0.2804455,0.09393105,0.9058058,-0.4510635,-0.602303,0.6586143
529.5898,219,0.3552063,-0.2313407,0.09119193,0.9011071,-0.3521417,-0.6823506,0.6406199
529.6186,220,0.3580062,-0.2262128,0.08984058,0.9014367,-0.3435061,-0.686086,0.6413187
529.6467,221,0.361705,-0.2234988,0.08975862,0.9006449,-0.3376538,-0.6916575,0.6384355
529.6882,222,0.3602384,-0.2372671,0.0952727,0.8971375,-0.3570807,-0.6915769,0.6278653
529.7161,223,0.3615321,-0.2346489,0.09453379,0.8973839,-0.3527863,-0.6932306,0.6284689
529.7577,224,0.3714536,-0.2308781,0.09591202,0.894158,-0.3416292,-0.7085644,0.6174351
529.7864,225,0.3718718,-0.2281419,0.09481364,0.8948033,-0.3377673,-0.7087662,0.6193253
529.8145,226,0.3671691,-0.2317555,0.09499186,0.8957973,-0.3454558,-0.7018479,0.6229525
529.856,227,0.355695,-0.2354654,0.09309606,0.8996501,-0.3574454,-0.6838439,0.6360742
529.8834,228,0.3550414,-0.2323716,0.0915801,0.9008675,-0.3536426,-0.6822518,0.6398981
529.9248,229,0.3604681,-0.2330589,0.09351807,0.8983322,-0.351308,-0.6912306,0.6314926
529.9525,230,0.3606282,-0.2306052,0.09250525,0.8990058,-0.3479109,-0.6910781,0.6335371
529.9813,231,0.341971,-0.1406747,0.05185733,0.927673,-0.2255327,-0.6490646,0.7265329
530.0225,232,0.320205,-0.09712297,0.03302187,0.9417778,-0.161789,-0.6095383,0.7760718
530.0502,233,0.3203275,-0.09021265,0.03066048,0.942503,-0.1504086,-0.6093512,0.7785039
530.0916,234,0.3256322,-0.08806484,0.03047823,0.9408928,-0.1458698,-0.6181381,0.7724165
530.1308,235,0.3360275,-0.08347945,0.02991612,0.9376683,-0.1364468,-0.6351594,0.7602334
530.1594,236,0.3293537,-0.07508631,0.02628471,0.9408493,-0.1239759,-0.6236916,0.7717764
530.1888,237,0.3124802,-0.06964239,0.02297763,0.9470893,-0.117555,-0.5950938,0.7950121
530.2164,238,0.29674,-0.0610469,0.01901213,0.9528155,-0.1050495,-0.5677981,0.8164374
530.2582,239,0.2459499,-0.04002694,0.01016584,0.9684024,-0.0725238,-0.4771708,0.8758129
530.2861,240,0.2060213,-0.0233982,0.004927677,0.9782554,-0.04374841,-0.4033135,0.9140155
530.3145,241,0.1630258,0.001925306,-0.0003181311,0.9866199,0.003695363,-0.3216901,0.9468378
530.3558,242,0.1526065,0.009886513,-0.001526706,0.9882364,0.01907445,-0.3016528,0.953227
530.3833,243,0.131741,0.01098113,-0.001459477,0.9912223,0.02138493,-0.2612014,0.9650474
530.4121,244,0.1510618,0.03032214,-0.004635925,0.9880483,0.05851886,-0.2987939,0.9525218
530.4535,245,0.1628571,0.05297713,-0.008757421,0.9851875,0.1015324,-0.3218174,0.941342
530.4825,246,0.1655916,0.08176459,-0.01377785,0.9827025,0.1561376,-0.3277076,0.931788
530.5225,247,0.1588895,0.1082576,-0.01753081,0.9811866,0.2068709,-0.3155962,0.9260688
530.5559,248,0.1728048,0.2153845,-0.03875671,0.9603364,0.4002885,-0.3485968,0.847496
530.591,249,0.1759455,0.2388973,-0.04406174,0.9539549,0.4402895,-0.3567407,0.8239425
530.6198,250,0.1817651,0.2531036,-0.04847916,0.948973,0.4627534,-0.3695209,0.8058
530.6479,251,0.1850028,0.2524287,-0.04923627,0.9484881,0.4606336,-0.3758032,0.8041074
530.6893,252,0.1919999,0.2538281,-0.05148408,0.9466028,0.4607788,-0.3896315,0.7974147
530.7183,253,0.1959977,0.2542454,-0.05269807,0.9456041,0.4601735,-0.397469,0.7938883
530.7462,254,0.1916728,0.2604078,-0.05282894,0.944806,0.471818,-0.3897014,0.7908986
530.7875,255,0.1886111,0.264941,-0.05292642,0.9441562,0.4803264,-0.3842014,0.7884642
530.8156,256,0.1859443,0.2672551,-0.0526398,0.944049,0.4850276,-0.3792176,0.7879989
530.8568,257,0.1816868,0.2651855,-0.05095508,0.9455528,0.4829781,-0.3706141,0.7933331
530.8956,258,0.1809005,0.2680454,-0.05131835,0.9448773,0.487973,-0.3693689,0.7908533
530.9247,259,0.1890804,0.2694529,-0.05404382,0.9427211,0.4876006,-0.3856246,0.7832875
